time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
12754922710,7.2,0.0,1.0,0.0,0.0,0.0
12806039984,7.2,0.0,1.0,0.0,0.0,0.0
12854037703,7.2,0.0,1.0,0.0,0.0,0.0
12906269069,7.2,0.0,1.0,0.0,0.0,0.0
12953507233,7.2,0.0,1.0,0.0,0.0,0.0
13003894506,7.2,0.0,1.0,0.0,0.0,0.0
13057908927,7.2,0.0,1.0,0.0,0.0,0.0
13103766591,7.2,0.0,1.0,0.0,0.0,0.0
13158121511,7.2,0.0,1.0,0.0,0.0,0.0
13204639120,7.2,0.0,1.0,0.0,0.0,0.0
13253718413,7.2,0.0,1.0,0.0,0.0,0.0
13303704150,7.2,0.0,1.0,0.0,0.0,0.0
13353743553,7.2,0.0,1.0,0.0,0.0,0.0
13404065938,7.2,0.0,1.0,0.0,0.0,0.0
13454661434,7.2,0.0,1.0,0.0,0.0,0.0
13507014892,7.2,0.0,1.0,0.0,0.0,0.0
13557024685,7.2,0.0,1.0,0.0,0.0,0.0
13605562423,7.2,0.0,1.0,0.0,0.0,0.0
13655168197,7.2,0.0,1.0,0.0,0.0,0.0
13707135229,7.2,0.0,1.0,0.0,0.0,0.0
13755325152,7.2,0.0,1.0,0.0,0.0,0.0
13804874686,7.2,0.0,1.0,0.0,0.0,0.0
13860009087,7.2,0.0,1.0,0.0,0.0,0.0
13903619957,7.2,0.0,1.0,0.0,0.0,0.0
13957738822,7.2,0.0,1.0,0.0,0.0,0.0
14004095597,7.2,0.0,1.0,0.0,0.0,0.0
14055935259,7.2,0.0,1.0,0.0,0.0,0.0
14106746496,7.2,0.0,1.0,0.0,0.0,0.0
14155176438,7.2,0.0,1.0,0.0,0.0,0.0
14206303119,7.2,0.0,1.0,0.0,0.0,0.0
14255684393,7.2,0.0,1.0,0.0,0.0,0.0
14305956537,7.2,0.0,1.0,0.0,0.0,0.0
14356278256,7.2,0.0,1.0,0.0,0.0,0.0
14404835827,7.2,0.0,1.0,0.0,0.0,0.0
14454157009,7.2,0.0,1.0,0.0,0.0,0.0
14507627800,7.2,0.0,1.0,0.0,0.0,0.0
14554128779,7.2,0.0,1.0,0.0,0.0,0.0
14608014515,7.2,0.0,1.0,0.0,0.0,0.0
14655169772,7.2,0.0,1.0,0.0,0.0,0.0
14705709286,7.2,0.0,1.0,0.0,0.0,0.0
14759019985,7.2,0.0,1.0,0.0,0.0,0.0
14805262039,7.2,0.0,1.0,0.0,0.0,0.0
14855100387,7.2,0.0,1.0,0.0,0.0,0.0
14905282236,7.2,0.0,1.0,0.0,0.0,0.0
14953420048,7.2,0.0,1.0,0.0,0.0,0.0
15004714673,7.2,0.0,1.0,0.0,0.0,0.0
15053784911,7.2,0.0,1.0,0.0,0.0,0.0
15103744630,7.2,0.0,1.0,0.0,0.0,0.0
15155455088,-0.0,0.0,2.0,0.0,0.0,0.0
15203455104,-0.0,0.0,2.0,0.0,0.0,0.0
15255630322,-0.0,0.0,2.0,0.0,0.0,0.0
15303474338,-0.0,0.0,2.0,0.0,0.0,0.0
15354273815,-0.0,0.0,2.0,0.0,0.0,0.0
15403566460,-0.0,0.0,2.0,0.0,0.0,0.0
15453511031,-0.0,0.0,2.0,0.0,0.0,0.0
15505422638,-0.0,0.0,2.0,0.0,0.0,0.0
15553691080,-0.0,0.0,2.0,0.0,0.0,0.0
15603871502,-0.0,0.0,2.0,0.0,0.0,0.0
15653408055,-0.0,0.0,2.0,0.0,0.0,0.0
15703352107,-0.0,0.0,2.0,0.0,0.0,0.0
15757520694,-0.0,0.0,2.0,0.0,0.0,0.0
15803599267,-0.0,0.0,2.0,0.0,0.0,0.0
15855737744,-0.0,0.0,2.0,0.0,0.0,0.0
15906197389,-0.0,0.0,2.0,0.0,0.0,0.0
15953476683,-0.0,0.0,2.0,0.0,0.0,0.0
16004187568,0.0,0.0,0.0,0.0,0.0,0.0
16053580620,0.0,0.0,0.0,0.0,0.0,0.0
16103833024,0.0,0.0,0.0,0.0,0.0,0.0
16156149853,0.0,0.0,0.0,0.0,0.0,0.0
16204009351,0.0,0.0,0.0,0.0,0.0,0.0
16256926402,0.0,0.0,0.0,0.0,0.0,0.0
16303524344,0.0,0.0,0.0,0.0,0.0,0.0
16354961989,0.0,0.0,0.0,0.0,0.0,0.0
16403354116,0.0,0.0,0.0,0.0,0.0,0.0
16453978390,0.0,0.0,0.0,0.0,0.0,0.0
16504209831,0.0,0.0,0.0,0.0,0.0,0.0
16553536773,0.0,0.0,0.0,0.0,0.0,0.0
16603954177,0.0,0.0,0.0,0.0,0.0,0.0
16653517711,0.0,0.0,0.0,0.0,0.0,0.0
16703509559,0.0,0.0,0.0,0.0,0.0,0.0
16755411037,0.0,0.0,0.0,0.0,0.0,0.0
16803576960,0.0,0.0,0.0,0.0,0.0,0.0
16853536531,0.0,0.0,0.0,0.0,0.0,0.0
16906480786,0.0,0.0,0.0,0.0,0.0,0.0
16953375432,0.0,0.0,0.0,0.0,0.0,0.0
